"Država","Leto","Starost","Število"
"Romania",2010,"From 5 to 10 years","948,000"
"Romania",2010,"Over 10 years","1,722,000"
"Slovenia",2010,"Total","1,061,650"
"Slovenia",2010,"Less than 2 years","102,510"
"Slovenia",2010,"From 2 to 5 years","203,610"
"Slovenia",2010,"From 5 to 10 years","334,210"
"Slovenia",2010,"Over 10 years","421,310"
"Slovakia",2010,"Total","1,669,100"
"Finland",2010,"Total","2,877,000"
"Finland",2010,"Less than 2 years","204,000"
"Finland",2010,"From 2 to 5 years","432,000"
"Finland",2010,"From 5 to 10 years","721,000"
"Finland",2010,"Over 10 years","1,501,000"
"Sweden",2010,"Total","4,334,390"
"Sweden",2010,"Less than 2 years","643,982"
"Sweden",2010,"From 2 to 5 years","812,370"
"Sweden",2010,"From 5 to 10 years","1,222,753"
"Sweden",2010,"Over 10 years","1,655,285"
"United Kingdom",2010,"Total","28,421,000"
"United Kingdom",2010,"Less than 2 years","3,777,000"
"United Kingdom",2010,"From 2 to 5 years","6,425,000"
"United Kingdom",2010,"From 5 to 10 years","11,337,000"
"United Kingdom",2010,"Over 10 years","6,882,000"
"Liechtenstein",2010,"Total","26,890"
"Liechtenstein",2010,"Less than 2 years","3,930"
"Liechtenstein",2010,"From 2 to 5 years","6,370"
"Liechtenstein",2010,"From 5 to 10 years","8,770"
"Liechtenstein",2010,"Over 10 years","7,820"
"Norway",2010,"Total","2,308,000"
"Norway",2010,"Less than 2 years","235,000"
"Norway",2010,"From 2 to 5 years","393,000"
"Norway",2010,"From 5 to 10 years","606,000"
"Norway",2010,"Over 10 years","1,074,000"
"Switzerland",2010,"Total","4,076,000"
"Switzerland",2010,"Less than 2 years","552,000"
"Switzerland",2010,"From 2 to 5 years","808,000"
"Switzerland",2010,"From 5 to 10 years","1,262,000"
"Switzerland",2010,"Over 10 years","1,454,000"
"Former Yugoslav Republic of Macedonia, the",2010,"Total","310,230"
"Former Yugoslav Republic of Macedonia, the",2010,"Less than 2 years","13,370"
"Former Yugoslav Republic of Macedonia, the",2010,"From 2 to 5 years","37,790"
"Former Yugoslav Republic of Macedonia, the",2010,"From 5 to 10 years","37,010"
"Former Yugoslav Republic of Macedonia, the",2010,"Over 10 years","222,060"
"Turkey",2010,"Total","7,544,871"
"Turkey",2010,"Less than 2 years","602,075"
"Turkey",2010,"From 2 to 5 years","986,932"
"Turkey",2010,"From 5 to 10 years","1,486,012"
"Turkey",2010,"Over 10 years","4,469,852"
"Belgium",2011,"Total","5,407,000"
"Belgium",2011,"Less than 2 years","1,288,000"
"Belgium",2011,"From 2 to 5 years","1,307,000"
"Belgium",2011,"From 5 to 10 years","1,458,000"
"Belgium",2011,"Over 10 years","1,354,000"
"Bulgaria",2011,"Total","2,695,000"
"Czech Republic",2011,"Total","4,582,000"
"Czech Republic",2011,"Less than 2 years","327,000"
"Czech Republic",2011,"From 2 to 5 years","502,000"
"Czech Republic",2011,"From 5 to 10 years","986,000"
"Czech Republic",2011,"Over 10 years","2,767,000"
"Germany (until 1990 former territory of the FRG)",2011,"Total","42,928,000"
"Germany (until 1990 former territory of the FRG)",2011,"Less than 2 years","5,584,000"
"Germany (until 1990 former territory of the FRG)",2011,"From 2 to 5 years","8,930,000"
"Germany (until 1990 former territory of the FRG)",2011,"From 5 to 10 years","12,843,000"
"Germany (until 1990 former territory of the FRG)",2011,"Over 10 years","15,571,000"
"Estonia",2011,"Total","574,000"
"Estonia",2011,"Less than 2 years","25,000"
"Estonia",2011,"From 2 to 5 years","66,000"
"Estonia",2011,"From 5 to 10 years","118,000"
"Estonia",2011,"Over 10 years","365,000"
"Ireland",2011,"Total","1,962,460"
"Ireland",2011,"Less than 2 years","354,010"
"Ireland",2011,"From 2 to 5 years","589,370"
"Ireland",2011,"From 5 to 10 years","670,750"
"Ireland",2011,"Over 10 years","348,340"
"Greece",2011,"Total","5,203,591"
"Spain",2011,"Total","22,277,000"
"Spain",2011,"Less than 2 years","2,645,000"
"Spain",2011,"From 2 to 5 years","4,034,000"
"Spain",2011,"From 5 to 10 years","6,787,000"
"Spain",2011,"Over 10 years","8,811,000"
"France",2011,"Total","31,754,000"
"France",2011,"Less than 2 years","4,450,000"
"France",2011,"From 2 to 5 years","6,802,000"
"France",2011,"From 5 to 10 years","10,873,000"
"France",2011,"Over 10 years","10,189,000"
"Croatia",2011,"Total","1,518,000"
"Croatia",2011,"Less than 2 years","109,000"
"Croatia",2011,"From 2 to 5 years","255,000"
"Croatia",2011,"From 5 to 10 years","391,000"
"Croatia",2011,"Over 10 years","763,000"
"Italy",2011,"Total","37,113,000"
"Italy",2011,"Less than 2 years","3,798,000"
"Italy",2011,"From 2 to 5 years","9,221,000"
"Italy",2011,"From 5 to 10 years","8,601,000"
"Italy",2011,"Over 10 years","15,493,000"
"Cyprus",2011,"Total","470,000"
"Cyprus",2011,"Less than 2 years","29,000"
"Cyprus",2011,"From 2 to 5 years","81,000"
"Cyprus",2011,"From 5 to 10 years","153,000"
"Cyprus",2011,"Over 10 years","207,000"
"Latvia",2011,"Total","612,320"
"Latvia",2011,"Less than 2 years","13,250"
"Latvia",2011,"From 2 to 5 years","53,900"
"Latvia",2011,"From 5 to 10 years","105,710"
"Latvia",2011,"Over 10 years","439,460"
"Lithuania",2011,"Total","1,713,277"
"Lithuania",2011,"Less than 2 years","17,768"
"Lithuania",2011,"From 2 to 5 years","61,820"
"Lithuania",2011,"From 5 to 10 years","165,898"
"Lithuania",2011,"Over 10 years","1,467,791"
"Luxembourg",2011,"Total","345,600"
"Luxembourg",2011,"Less than 2 years","92,600"
"Luxembourg",2011,"From 2 to 5 years","106,800"
"Luxembourg",2011,"From 5 to 10 years","91,000"
"Luxembourg",2011,"Over 10 years","55,200"
"Hungary",2011,"Total","2,967,810"
"Hungary",2011,"Less than 2 years","78,790"
"Hungary",2011,"From 2 to 5 years","360,880"
"Hungary",2011,"From 5 to 10 years","1,024,330"
"Hungary",2011,"Over 10 years","1,503,810"
"Malta",2011,"Total","247,174"
"Malta",2011,"Less than 2 years","15,529"
"Malta",2011,"From 2 to 5 years","32,277"
"Malta",2011,"From 5 to 10 years","52,500"
"Malta",2011,"Over 10 years","146,868"
"Netherlands",2011,"Total","7,859,000"
"Netherlands",2011,"Less than 2 years","1,031,000"
"Netherlands",2011,"From 2 to 5 years","1,313,000"
"Netherlands",2011,"From 5 to 10 years","2,311,000"
"Netherlands",2011,"Over 10 years","3,203,000"
"Austria",2011,"Total","4,513,000"
"Austria",2011,"Less than 2 years","915,000"
"Austria",2011,"From 2 to 5 years","855,000"
"Austria",2011,"From 5 to 10 years","1,330,000"
"Austria",2011,"Over 10 years","1,413,000"
"Poland",2011,"Total","18,125,000"
"Poland",2011,"Less than 2 years","688,000"
"Poland",2011,"From 2 to 5 years","1,254,000"
"Poland",2011,"From 5 to 10 years","3,043,000"
"Poland",2011,"Over 10 years","13,140,000"
"Portugal",2011,"Total","4,712,000"
"Portugal",2011,"Less than 2 years","379,000"
"Portugal",2011,"From 2 to 5 years","615,000"
"Portugal",2011,"From 5 to 10 years","1,105,000"
"Portugal",2011,"Over 10 years","2,612,000"
"Romania",2011,"Total","4,335,000"
"Romania",2011,"Less than 2 years","177,000"
"Romania",2011,"From 2 to 5 years","770,000"
"Romania",2011,"From 5 to 10 years","1,227,000"
"Romania",2011,"Over 10 years","2,160,000"
"Slovenia",2011,"Total","1,066,500"
"Slovenia",2011,"Less than 2 years","100,890"
"Slovenia",2011,"From 2 to 5 years","194,690"
"Slovenia",2011,"From 5 to 10 years","337,970"
"Slovenia",2011,"Over 10 years","432,940"
"Slovakia",2011,"Total","1,749,300"
"Finland",2011,"Total","2,978,000"
"Finland",2011,"Less than 2 years","239,000"
"Finland",2011,"From 2 to 5 years","379,000"
"Finland",2011,"From 5 to 10 years","762,000"
"Finland",2011,"Over 10 years","1,579,000"
"Sweden",2011,"Total","4,400,550"
"Sweden",2011,"Less than 2 years","694,942"
"Sweden",2011,"From 2 to 5 years","777,181"
"Sweden",2011,"From 5 to 10 years","1,189,147"
"Sweden",2011,"Over 10 years","1,739,280"
"United Kingdom",2011,"Total","28,467,000"
"United Kingdom",2011,"Less than 2 years","3,711,000"
"United Kingdom",2011,"From 2 to 5 years","6,074,000"
"United Kingdom",2011,"From 5 to 10 years","11,152,000"
"United Kingdom",2011,"Over 10 years","7,529,000"
"Liechtenstein",2011,"Total","27,327"
"Liechtenstein",2011,"Less than 2 years","4,026"
"Liechtenstein",2011,"From 2 to 5 years","6,343"
"Liechtenstein",2011,"From 5 to 10 years","8,593"
"Liechtenstein",2011,"Over 10 years","8,365"
"Norway",2011,"Total","2,376,000"
"Norway",2011,"Less than 2 years","278,000"
"Norway",2011,"From 2 to 5 years","381,000"
"Norway",2011,"From 5 to 10 years","622,000"
"Norway",2011,"Over 10 years","1,096,000"
"Switzerland",2011,"Total","4,163,000"
"Switzerland",2011,"Less than 2 years","605,000"
"Switzerland",2011,"From 2 to 5 years","807,000"
"Switzerland",2011,"From 5 to 10 years","1,228,000"
"Switzerland",2011,"Over 10 years","1,523,000"
"Former Yugoslav Republic of Macedonia, the",2011,"Total","313,000"
"Former Yugoslav Republic of Macedonia, the",2011,"Less than 2 years","10,000"
"Former Yugoslav Republic of Macedonia, the",2011,"From 2 to 5 years","35,000"
"Former Yugoslav Republic of Macedonia, the",2011,"From 5 to 10 years","42,000"
"Former Yugoslav Republic of Macedonia, the",2011,"Over 10 years","226,000"
"Turkey",2011,"Total","8,113,100"
"Turkey",2011,"Less than 2 years","817,200"
"Turkey",2011,"From 2 to 5 years","1,068,700"
"Turkey",2011,"From 5 to 10 years","1,694,500"
"Turkey",2011,"Over 10 years","4,532,700"
"Belgium",2012,"Total","5,444,000"
"Belgium",2012,"Less than 2 years","1,318,000"
"Belgium",2012,"From 2 to 5 years","1,257,000"
"Belgium",2012,"From 5 to 10 years","1,511,000"
"Belgium",2012,"Over 10 years","1,357,000"
"Bulgaria",2012,"Total","2,807,000"
"Czech Republic",2012,"Total","4,706,000"
"Czech Republic",2012,"Less than 2 years","571,000"
"Czech Republic",2012,"From 2 to 5 years","542,000"
"Czech Republic",2012,"From 5 to 10 years","1,045,000"
"Czech Republic",2012,"Over 10 years","2,549,000"
"Germany (until 1990 former territory of the FRG)",2012,"Total","43,431,000"
"Germany (until 1990 former territory of the FRG)",2012,"Less than 2 years","5,751,000"
"Germany (until 1990 former territory of the FRG)",2012,"From 2 to 5 years","8,829,000"
"Germany (until 1990 former territory of the FRG)",2012,"From 5 to 10 years","12,874,000"
"Germany (until 1990 former territory of the FRG)",2012,"Over 10 years","15,758,000"
"Estonia",2012,"Total","602,100"
"Estonia",2012,"Less than 2 years","34,600"
"Estonia",2012,"From 2 to 5 years","46,800"
"Estonia",2012,"From 5 to 10 years","137,600"
"Estonia",2012,"Over 10 years","383,100"
"Ireland",2012,"Total","1,951,130"
"Ireland",2012,"Less than 2 years","365,250"
"Ireland",2012,"From 2 to 5 years","481,960"
"Ireland",2012,"From 5 to 10 years","721,330"
"Ireland",2012,"Over 10 years","382,580"
"Greece",2012,"Total","5,167,557"
"Spain",2012,"Total","22,248,000"
"Spain",2012,"Less than 2 years","2,338,000"
"Spain",2012,"From 2 to 5 years","3,419,000"
"Spain",2012,"From 5 to 10 years","6,959,000"
"Spain",2012,"Over 10 years","9,532,000"
"France",2012,"Total","32,132,000"
"France",2012,"Less than 2 years","4,146,000"
"France",2012,"From 2 to 5 years","6,903,000"
"France",2012,"From 5 to 10 years","10,924,000"
"France",2012,"Over 10 years","10,582,000"
"Croatia",2012,"Total","1,445,000"
"Croatia",2012,"Less than 2 years","103,000"
"Croatia",2012,"From 2 to 5 years","211,000"
"Croatia",2012,"From 5 to 10 years","393,000"
"Croatia",2012,"Over 10 years","738,000"
"Italy",2012,"Total","37,078,000"
"Italy",2012,"Less than 2 years","3,189,000"
"Italy",2012,"From 2 to 5 years","8,780,000"
"Italy",2012,"From 5 to 10 years","8,651,000"
"Italy",2012,"Over 10 years","16,458,000"
"Cyprus",2012,"Total","475,000"
"Cyprus",2012,"Less than 2 years","25,000"
"Cyprus",2012,"From 2 to 5 years","66,000"
"Cyprus",2012,"From 5 to 10 years","166,000"
"Cyprus",2012,"Over 10 years","218,000"
"Latvia",2012,"Total","618,270"
"Latvia",2012,"Less than 2 years","18,250"
"Latvia",2012,"From 2 to 5 years","30,740"
"Latvia",2012,"From 5 to 10 years","126,290"
"Latvia",2012,"Over 10 years","443,000"
"Lithuania",2012,"Total","1,753,407"
"Lithuania",2012,"Less than 2 years","21,605"
"Lithuania",2012,"From 2 to 5 years","45,903"
"Lithuania",2012,"From 5 to 10 years","193,768"
"Lithuania",2012,"Over 10 years","1,492,131"
"Luxembourg",2012,"Total","355,900"
"Luxembourg",2012,"Less than 2 years","92,100"
"Luxembourg",2012,"From 2 to 5 years","108,500"
"Luxembourg",2012,"From 5 to 10 years","96,200"
"Luxembourg",2012,"Over 10 years","59,000"
"Hungary",2012,"Total","2,986,030"
"Hungary",2012,"Less than 2 years","86,250"
"Hungary",2012,"From 2 to 5 years","236,090"
"Hungary",2012,"From 5 to 10 years","1,015,060"
"Hungary",2012,"Over 10 years","1,648,630"
"Malta",2012,"Total","249,612"
"Malta",2012,"Less than 2 years","15,812"
"Malta",2012,"From 2 to 5 years","29,904"
"Malta",2012,"From 5 to 10 years","56,201"
"Malta",2012,"Over 10 years","147,695"
"Netherlands",2012,"Total","7,916,000"
"Netherlands",2012,"Less than 2 years","1,049,000"
"Netherlands",2012,"From 2 to 5 years","1,301,000"
"Netherlands",2012,"From 5 to 10 years","2,274,000"
"Netherlands",2012,"Over 10 years","3,292,000"
"Austria",2012,"Total","4,584,000"
"Austria",2012,"Less than 2 years","922,000"
"Austria",2012,"From 2 to 5 years","869,000"
"Austria",2012,"From 5 to 10 years","1,347,000"
"Austria",2012,"Over 10 years","1,446,000"
"Poland",2012,"Total","18,744,000"
"Poland",2012,"Less than 2 years","738,000"
"Poland",2012,"From 2 to 5 years","1,189,000"
"Poland",2012,"From 5 to 10 years","3,572,000"
"Poland",2012,"Over 10 years","13,245,000"
"Portugal",2012,"Total","4,259,000"
"Portugal",2012,"Less than 2 years","244,000"
"Portugal",2012,"From 2 to 5 years","630,000"
"Portugal",2012,"From 5 to 10 years","971,000"
"Portugal",2012,"Over 10 years","2,414,000"
"Romania",2012,"Total","4,487,000"
"Romania",2012,"Less than 2 years","149,000"
"Romania",2012,"From 2 to 5 years","544,000"
"Romania",2012,"From 5 to 10 years","1,399,000"
"Romania",2012,"Over 10 years","2,395,000"
"Slovenia",2012,"Total","1,066,030"
"Slovenia",2012,"Less than 2 years","88,380"
"Slovenia",2012,"From 2 to 5 years","182,400"
"Slovenia",2012,"From 5 to 10 years","349,730"
"Slovenia",2012,"Over 10 years","445,520"
"Slovakia",2012,"Total","1,824,200"
"Finland",2012,"Total","3,037,000"
"Finland",2012,"Less than 2 years","238,000"
"Finland",2012,"From 2 to 5 years","361,000"
"Finland",2012,"From 5 to 10 years","776,000"
"Finland",2012,"Over 10 years","1,661,000"
"Sweden",2012,"Total","4,446,349"
"Sweden",2012,"Less than 2 years","768,287"
"Sweden",2012,"From 2 to 5 years","699,737"
"Sweden",2012,"From 5 to 10 years","1,225,233"
"Sweden",2012,"Over 10 years","1,753,092"
"United Kingdom",2012,"Total","28,722,000"
"United Kingdom",2012,"Less than 2 years","3,733,000"
"United Kingdom",2012,"From 2 to 5 years","5,706,000"
"United Kingdom",2012,"From 5 to 10 years","10,960,000"
"United Kingdom",2012,"Over 10 years","8,324,000"
"Liechtenstein",2012,"Total","28,000"
"Liechtenstein",2012,"Less than 2 years","4,640"
"Liechtenstein",2012,"From 2 to 5 years","6,090"
"Liechtenstein",2012,"From 5 to 10 years","8,490"
"Liechtenstein",2012,"Over 10 years","8,790"
"Norway",2012,"Total","2,443,000"
"Norway",2012,"Less than 2 years","293,000"
"Norway",2012,"From 2 to 5 years","379,000"
"Norway",2012,"From 5 to 10 years","667,000"
"Norway",2012,"Over 10 years","1,104,000"
"Switzerland",2012,"Total","4,255,000"
"Switzerland",2012,"Less than 2 years","662,000"
"Switzerland",2012,"From 2 to 5 years","826,000"
"Switzerland",2012,"From 5 to 10 years","1,222,000"
"Switzerland",2012,"Over 10 years","1,544,000"
"Former Yugoslav Republic of Macedonia, the",2012,"Total","302,000"
"Former Yugoslav Republic of Macedonia, the",2012,"Less than 2 years","7,000"
"Former Yugoslav Republic of Macedonia, the",2012,"From 2 to 5 years","28,000"
"Former Yugoslav Republic of Macedonia, the",2012,"From 5 to 10 years","46,000"
"Former Yugoslav Republic of Macedonia, the",2012,"Over 10 years","221,000"
"Turkey",2012,"Total","8,648,880"
"Turkey",2012,"Less than 2 years","1,377,370"
"Turkey",2012,"From 2 to 5 years","1,068,630"
"Turkey",2012,"From 5 to 10 years","1,694,740"
"Turkey",2012,"Over 10 years","4,508,130"
"Belgium",2013,"Total","5,493,472"
"Belgium",2013,"Less than 2 years","1,264,756"
"Belgium",2013,"From 2 to 5 years","1,277,613"
"Belgium",2013,"From 5 to 10 years","1,567,008"
"Belgium",2013,"From 10 to 20 years","1,111,637"
"Bulgaria",2013,"Total","2,910,235"
"Czech Republic",2013,"Total","4,729,185"
"Czech Republic",2013,"Less than 2 years","465,114"
"Czech Republic",2013,"From 2 to 5 years","531,697"
"Czech Republic",2013,"From 5 to 10 years","1,018,815"
"Czech Republic",2013,"From 10 to 20 years","2,713,559"
"Germany (until 1990 former territory of the FRG)",2013,"Total","43,851"
"Germany (until 1990 former territory of the FRG)",2013,"Less than 2 years","5,560"
"Germany (until 1990 former territory of the FRG)",2013,"From 2 to 5 years","9,017"
"Germany (until 1990 former territory of the FRG)",2013,"From 5 to 10 years","12,925,000"
"Germany (until 1990 former territory of the FRG)",2013,"From 10 to 20 years","14,365,000"
"Estonia",2013,"Total","628,565"
"Estonia",2013,"Less than 2 years","38,016"
"Estonia",2013,"From 2 to 5 years","40,423"
"Estonia",2013,"From 5 to 10 years","149,370"
"Estonia",2013,"From 10 to 20 years","250,199"
"Ireland",2013,"Total","1,984,550"
"Ireland",2013,"Less than 2 years","358,600"
"Ireland",2013,"From 2 to 5 years","396,840"
"Ireland",2013,"From 5 to 10 years","796,920"
"Ireland",2013,"From 10 to 20 years","432,190"
"Greece",2013,"Total","5,124,208"
"Spain",2013,"Total","22,025,000"
"Spain",2013,"Less than 2 years","2,058,000"
"Spain",2013,"From 2 to 5 years","2,856,000"
"Spain",2013,"From 5 to 10 years","7,164,000"
"France",2013,"Total","32,858,000"
"France",2013,"Less than 2 years","3,806,000"
"France",2013,"From 2 to 5 years","6,995,000"
"France",2013,"From 5 to 10 years","11,172,000"
"France",2013,"From 10 to 20 years","10,884,000"
"Croatia",2013,"Total","1,448,000"
"Croatia",2013,"Less than 2 years","93,000"
"Croatia",2013,"From 2 to 5 years","167,000"
"Croatia",2013,"From 5 to 10 years","406,000"
"Croatia",2013,"From 10 to 20 years","782,000"
"Italy",2013,"Total","36,963,000"
"Italy",2013,"Less than 2 years","2,734,000"
"Italy",2013,"From 2 to 5 years","7,972,000"
"Italy",2013,"From 5 to 10 years","8,868,000"
"Italy",2013,"From 10 to 20 years","17,389,000"
"Cyprus",2013,"Total","474,561"
"Cyprus",2013,"Less than 2 years","17,269"
"Cyprus",2013,"From 2 to 5 years","52,101"
"Cyprus",2013,"From 5 to 10 years","172,746"
"Cyprus",2013,"From 10 to 20 years","192,479"
"Latvia",2013,"Total","634,600"
"Latvia",2013,"Less than 2 years","19,120"
"Latvia",2013,"From 2 to 5 years","23,250"
"Latvia",2013,"From 5 to 10 years","138,190"
"Latvia",2013,"From 10 to 20 years","454,040"
"Lithuania",2013,"Total","1,808,982"
"Lithuania",2013,"Less than 2 years","22,229"
"Lithuania",2013,"From 2 to 5 years","36,695"
"Lithuania",2013,"From 5 to 10 years","215,412"
"Lithuania",2013,"From 10 to 20 years","804,006"
"Luxembourg",2013,"Total","363,247"
"Luxembourg",2013,"Less than 2 years","87,543"
"Luxembourg",2013,"From 2 to 5 years","110,427"
"Luxembourg",2013,"From 5 to 10 years","102,072"
"Luxembourg",2013,"From 10 to 20 years","63,205"
"Hungary",2013,"Total","3,040,732"
"Hungary",2013,"Less than 2 years","140,271"
"Hungary",2013,"From 2 to 5 years","245,623"
"Hungary",2013,"From 5 to 10 years","1,027,805"
"Hungary",2013,"From 10 to 20 years","1,233,501"
"Malta",2013,"Total","256,096"
"Malta",2013,"Less than 2 years","17,158"
"Malta",2013,"From 2 to 5 years","26,200"
"Malta",2013,"From 5 to 10 years","59,550"
"Malta",2013,"From 10 to 20 years","110,597"
"Netherlands",2013,"Total","7,932,000"
"Netherlands",2013,"Less than 2 years","914,000"
"Netherlands",2013,"From 2 to 5 years","1,388,000"
"Netherlands",2013,"From 5 to 10 years","2,243,000"
"Netherlands",2013,"From 10 to 20 years","2,919,000"
"Austria",2013,"Total","4,641,308"
"Austria",2013,"Less than 2 years","915,101"
"Austria",2013,"From 2 to 5 years","891,118"
"Austria",2013,"From 5 to 10 years","1,373,550"
"Austria",2013,"From 10 to 20 years","1,244,130"
"Poland",2013,"Total","19,389,446"
"Poland",2013,"Less than 2 years","796,544"
"Poland",2013,"From 2 to 5 years","1,057,607"
"Poland",2013,"From 5 to 10 years","3,006,189"
"Poland",2013,"From 10 to 20 years","869,792"
"Portugal",2013,"Total","4,327,478"
"Portugal",2013,"Less than 2 years","194,719"
"Portugal",2013,"From 2 to 5 years","555,184"
"Portugal",2013,"From 5 to 10 years","975,432"
"Portugal",2013,"From 10 to 20 years","2,095,978"
"Romania",2013,"Total","4,696,000"
"Romania",2013,"Less than 2 years","125,000"
"Romania",2013,"From 2 to 5 years","339,000"
"Romania",2013,"From 5 to 10 years","1,543,000"
"Romania",2013,"From 10 to 20 years","2,689,000"
"Slovenia",2013,"Total","1,063,800"
"Slovenia",2013,"Less than 2 years","74,740"
"Slovenia",2013,"From 2 to 5 years","164,790"
"Slovenia",2013,"From 5 to 10 years","356,710"
"Slovenia",2013,"From 10 to 20 years","435,630"
"Slovakia",2013,"Total","1,879,800"
"Finland",2013,"Total","3,105,834"
"Finland",2013,"Less than 2 years","215,000"
"Finland",2013,"From 2 to 5 years","346,000"
"Finland",2013,"From 5 to 10 years","772,000"
"Finland",2013,"From 10 to 20 years","1,169,000"
"Sweden",2013,"Total","4,494,661"
"Sweden",2013,"Less than 2 years","743,834"
"Sweden",2013,"From 2 to 5 years","693,576"
"Sweden",2013,"From 5 to 10 years","1,271,670"
"Sweden",2013,"From 10 to 20 years","1,469,268"
"Liechtenstein",2013,"Total","28,100"
"Liechtenstein",2013,"Less than 2 years","4,610"
"Liechtenstein",2013,"From 2 to 5 years","6,250"
"Liechtenstein",2013,"From 5 to 10 years","8,690"
"Liechtenstein",2013,"From 10 to 20 years","7,290"
"Norway",2013,"Total","2,500,000"
"Norway",2013,"Less than 2 years","299,000"
"Norway",2013,"From 2 to 5 years","413,000"
"Norway",2013,"From 5 to 10 years","686,000"
"Norway",2013,"From 10 to 20 years","1,102,000"
"Switzerland",2013,"Total","4,321"
"Switzerland",2013,"Less than 2 years","661"
"Switzerland",2013,"From 2 to 5 years","865,000"
"Switzerland",2013,"From 5 to 10 years","1,256,000"
"Switzerland",2013,"From 10 to 20 years","1,416,000"
"Turkey",2013,"Total","9,283,923"
"Turkey",2013,"Less than 2 years","1,326,027"
"Turkey",2013,"From 2 to 5 years","1,392,887"
"Turkey",2013,"From 5 to 10 years","1,930,572"
"Turkey",2013,"From 10 to 20 years","2,608,638"
"Belgium",2014,"Total","5,555,499"
"Belgium",2014,"Less than 2 years","1,181,237"
"Belgium",2014,"From 2 to 5 years","1,319,138"
"Belgium",2014,"From 5 to 10 years","1,631,890"
"Belgium",2014,"From 10 to 20 years","1,136,311"
"Bulgaria",2014,"Total","3,013,863"
"Czech Republic",2014,"Total","4,833,386"
"Czech Republic",2014,"Less than 2 years","456,342"
"Czech Republic",2014,"From 2 to 5 years","525,210"
"Czech Republic",2014,"From 5 to 10 years","1,006,001"
"Czech Republic",2014,"From 10 to 20 years","2,845,833"
"Germany (until 1990 former territory of the FRG)",2014,"Total","44,403,000"
"Germany (until 1990 former territory of the FRG)",2014,"Less than 2 years","5,506,000"
"Germany (until 1990 former territory of the FRG)",2014,"From 2 to 5 years","8,343,000"
"Germany (until 1990 former territory of the FRG)",2014,"From 5 to 10 years","13,681,000"
"Germany (until 1990 former territory of the FRG)",2014,"From 10 to 20 years","14,699,000"
"Estonia",2014,"Total","652,950"
"Estonia",2014,"Less than 2 years","39,278"
"Estonia",2014,"From 2 to 5 years","51,753"
"Estonia",2014,"From 5 to 10 years","142,773"
"Estonia",2014,"From 10 to 20 years","255,036"
"Ireland",2014,"Total","2,018,310"
"Ireland",2014,"Less than 2 years","375,500"
"Ireland",2014,"From 2 to 5 years","335,470"
"Ireland",2014,"From 5 to 10 years","835,440"
"Ireland",2014,"From 10 to 20 years","471,900"
"Greece",2014,"Total","5,110,873"
"Spain",2014,"Total","22,029,512"
"Spain",2014,"Less than 2 years","1,466,436"
"Spain",2014,"From 2 to 5 years","2,194,551"
"Spain",2014,"From 5 to 10 years","6,119,620"
"Spain",2014,"From 10 to 20 years","9,013,682"
"France",2014,"Total","32,531,000"
"France",2014,"Less than 2 years","3,710,000"
"France",2014,"From 2 to 5 years","6,634,000"
"France",2014,"From 5 to 10 years","11,320,000"
"France",2014,"From 10 to 20 years","10,867,000"
"Croatia",2014,"Total","1,474,000"
"Croatia",2014,"Less than 2 years","83,000"
"Croatia",2014,"From 2 to 5 years","128,000"
"Croatia",2014,"From 5 to 10 years","427,000"
"Croatia",2014,"From 10 to 20 years","836,000"
"Italy",2014,"Total","37,080,753"
"Italy",2014,"Less than 2 years","2,734,785"
"Italy",2014,"From 2 to 5 years","7,202,499"
"Italy",2014,"From 5 to 10 years","8,734,924"
"Italy",2014,"From 10 to 20 years","18,408,545"
"Cyprus",2014,"Total","478,492"
"Cyprus",2014,"Less than 2 years","14,786"
"Cyprus",2014,"From 2 to 5 years","47,680"
"Cyprus",2014,"From 5 to 10 years","160,430"
"Cyprus",2014,"From 10 to 20 years","210,966"
"Latvia",2014,"Total","657,799"
"Latvia",2014,"Less than 2 years","20,362"
"Latvia",2014,"From 2 to 5 years","30,106"
"Latvia",2014,"From 5 to 10 years","135,161"
"Latvia",2014,"From 10 to 20 years","328,784"
"Lithuania",2014,"Total","1,205,668"
"Lithuania",2014,"Less than 2 years","23,216"
"Lithuania",2014,"From 2 to 5 years","40,991"
"Lithuania",2014,"From 5 to 10 years","202,027"
"Lithuania",2014,"From 10 to 20 years","723,856"
"Luxembourg",2014,"Total","372,827"
"Luxembourg",2014,"Less than 2 years","87,614"
"Luxembourg",2014,"From 2 to 5 years","111,475"
"Luxembourg",2014,"From 5 to 10 years","105,137"
"Luxembourg",2014,"From 10 to 20 years","68,600"
"Hungary",2014,"Total","3,107,695"
"Hungary",2014,"Less than 2 years","154,335"
"Hungary",2014,"From 2 to 5 years","161,862"
"Hungary",2014,"From 5 to 10 years","970,925"
"Hungary",2014,"From 10 to 20 years","1,476,985"
"Malta",2014,"Total","265,950"
"Malta",2014,"Less than 2 years","16,945"
"Malta",2014,"From 2 to 5 years","24,570"
"Malta",2014,"From 5 to 10 years","65,886"
"Malta",2014,"From 10 to 20 years","112,943"
"Austria",2014,"Total","4,694,921"
"Austria",2014,"Less than 2 years","865,374"
"Austria",2014,"From 2 to 5 years","936,269"
"Austria",2014,"From 5 to 10 years","1,381,064"
"Austria",2014,"From 10 to 20 years","1,282,463"
"Poland",2014,"Total","20,003,863"
"Poland",2014,"Less than 2 years","818,950"
"Poland",2014,"From 2 to 5 years","992,155"
