"Država","Leto","Druzina","Procenti"
"Finland",2013,"Single female",30.5
"Finland",2013,"Single male",19.3
"Finland",2013,"Two adults",4.3
"Finland",2013,"Three or more adults",2.4
"Finland",2013,"Households without dependent children",11.8
"Finland",2013,"Households with dependent children",3.4
"Sweden",2013,"Total",2.9
"Sweden",2013,"Single person",6.4
"Sweden",2013,"Single female",6.3
"Sweden",2013,"Single male",6.4
"Sweden",2013,"Two adults",1.3
"Sweden",2013,"Three or more adults",1.6
"Sweden",2013,"Households without dependent children",3.2
"Sweden",2013,"Households with dependent children",2.7
"United Kingdom",2013,"Total",9.8
"United Kingdom",2013,"Single person",17.3
"United Kingdom",2013,"Single female",17.1
"United Kingdom",2013,"Single male",17.7
"United Kingdom",2013,"Two adults",6.4
"United Kingdom",2013,"Three or more adults",6.6
"United Kingdom",2013,"Households without dependent children",9.1
"United Kingdom",2013,"Households with dependent children",10.6
"Iceland",2013,"Total",4.2
"Iceland",2013,"Single person",14.3
"Iceland",2013,"Single female",13.4
"Iceland",2013,"Single male",15.3
"Iceland",2013,"Two adults",2.3
"Iceland",2013,"Three or more adults",1.1
"Iceland",2013,"Households without dependent children",5.7
"Iceland",2013,"Households with dependent children",3.2
"Norway",2013,"Total",4.4
"Norway",2013,"Single person",11.7
"Norway",2013,"Single female",11.9
"Norway",2013,"Single male",11.5
"Norway",2013,"Two adults",2.9
"Norway",2013,"Three or more adults",3
"Norway",2013,"Households without dependent children",6.5
"Norway",2013,"Households with dependent children",2.4
"Switzerland",2013,"Total",3.9
"Switzerland",2013,"Single person",10.8
"Switzerland",2013,"Single female",11.1
"Switzerland",2013,"Single male",10.3
"Switzerland",2013,"Two adults",2.1
"Switzerland",2013,"Three or more adults",3.6
"Switzerland",2013,"Households without dependent children",4.6
"Switzerland",2013,"Households with dependent children",3
"Former Yugoslav Republic of Macedonia, the",2013,"Total",23.7
"Former Yugoslav Republic of Macedonia, the",2013,"Single person",28.5
"Former Yugoslav Republic of Macedonia, the",2013,"Single female",25.5
"Former Yugoslav Republic of Macedonia, the",2013,"Single male",35.2
"Former Yugoslav Republic of Macedonia, the",2013,"Two adults",34
"Former Yugoslav Republic of Macedonia, the",2013,"Three or more adults",26.2
"Former Yugoslav Republic of Macedonia, the",2013,"Households without dependent children",28.8
"Former Yugoslav Republic of Macedonia, the",2013,"Households with dependent children",21.3
"Serbia",2013,"Total",25
"Serbia",2013,"Single person",39.5
"Serbia",2013,"Single female",38.3
"Serbia",2013,"Single male",41.4
"Serbia",2013,"Two adults",31.8
"Serbia",2013,"Three or more adults",22.2
"Serbia",2013,"Households without dependent children",28.9
"Serbia",2013,"Households with dependent children",22
"Turkey",2013,"Total",51.4
"Turkey",2013,"Single person",36.9
"Turkey",2013,"Single female",32.9
"Turkey",2013,"Single male",44
"Turkey",2013,"Two adults",45.2
"Turkey",2013,"Three or more adults",46
"Turkey",2013,"Households without dependent children",44.7
"Turkey",2013,"Households with dependent children",53.6
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2014,"Total",8.3
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2014,"Single person",14.1
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2014,"Single female",13.9
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2014,"Single male",14.4
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2014,"Two adults",6
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2014,"Three or more adults",7.6
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2014,"Households without dependent children",8.6
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2014,"Households with dependent children",8
"European Union (28 countries)",2014,"Total",8.3
"European Union (28 countries)",2014,"Single person",14.1
"European Union (28 countries)",2014,"Single female",13.9
"European Union (28 countries)",2014,"Single male",14.4
"European Union (28 countries)",2014,"Two adults",6
"European Union (28 countries)",2014,"Three or more adults",7.6
"European Union (28 countries)",2014,"Households without dependent children",8.6
"European Union (28 countries)",2014,"Households with dependent children",8
"European Union (27 countries)",2014,"Total",8.3
"European Union (27 countries)",2014,"Single person",14.1
"European Union (27 countries)",2014,"Single female",13.9
"European Union (27 countries)",2014,"Single male",14.4
"European Union (27 countries)",2014,"Two adults",5.9
"European Union (27 countries)",2014,"Three or more adults",7.6
"European Union (27 countries)",2014,"Households without dependent children",8.6
"European Union (27 countries)",2014,"Households with dependent children",8
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2014,"Total",5.6
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2014,"Single person",12.7
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2014,"Single female",12.4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2014,"Single male",13.1
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2014,"Two adults",3.9
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2014,"Three or more adults",4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2014,"Households without dependent children",6.5
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2014,"Households with dependent children",4.6
"Euro area (19 countries)",2014,"Total",5.7
"Euro area (19 countries)",2014,"Single person",12.8
"Euro area (19 countries)",2014,"Single female",12.4
"Euro area (19 countries)",2014,"Single male",13.2
"Euro area (19 countries)",2014,"Two adults",4
"Euro area (19 countries)",2014,"Three or more adults",4.1
"Euro area (19 countries)",2014,"Households without dependent children",6.6
"Euro area (19 countries)",2014,"Households with dependent children",4.7
"Euro area (18 countries)",2014,"Total",5.6
"Euro area (18 countries)",2014,"Single person",12.7
"Euro area (18 countries)",2014,"Single female",12.4
"Euro area (18 countries)",2014,"Single male",13.1
"Euro area (18 countries)",2014,"Two adults",3.9
"Euro area (18 countries)",2014,"Three or more adults",4
"Euro area (18 countries)",2014,"Households without dependent children",6.5
"Euro area (18 countries)",2014,"Households with dependent children",4.6
"Belgium",2014,"Total",7.1
"Belgium",2014,"Single person",15.6
"Belgium",2014,"Single female",14.2
"Belgium",2014,"Single male",16.9
"Belgium",2014,"Two adults",4
"Belgium",2014,"Three or more adults",3.2
"Belgium",2014,"Households without dependent children",7.5
"Belgium",2014,"Households with dependent children",6.7
"Bulgaria",2014,"Total",24.3
"Bulgaria",2014,"Single person",26.1
"Bulgaria",2014,"Single female",24.3
"Bulgaria",2014,"Single male",28.7
"Bulgaria",2014,"Two adults",23.4
"Bulgaria",2014,"Three or more adults",20.2
"Bulgaria",2014,"Households without dependent children",22.7
"Bulgaria",2014,"Households with dependent children",25.9
"Czech Republic",2014,"Total",9.4
"Czech Republic",2014,"Single person",17.3
"Czech Republic",2014,"Single female",20.9
"Czech Republic",2014,"Single male",12.1
"Czech Republic",2014,"Two adults",7.3
"Czech Republic",2014,"Three or more adults",6.4
"Czech Republic",2014,"Households without dependent children",9.4
"Czech Republic",2014,"Households with dependent children",9.5
"Denmark",2014,"Total",8.6
"Denmark",2014,"Single person",19.6
"Denmark",2014,"Single female",18.4
"Denmark",2014,"Single male",20.8
"Denmark",2014,"Two adults",5.9
"Denmark",2014,"Three or more adults",4.2
"Denmark",2014,"Households without dependent children",11.8
"Denmark",2014,"Households with dependent children",5.1
"Germany (until 1990 former territory of the FRG)",2014,"Total",6.8
"Germany (until 1990 former territory of the FRG)",2014,"Single person",18.8
"Germany (until 1990 former territory of the FRG)",2014,"Single female",19.6
"Germany (until 1990 former territory of the FRG)",2014,"Single male",17.8
"Germany (until 1990 former territory of the FRG)",2014,"Two adults",3.7
"Germany (until 1990 former territory of the FRG)",2014,"Three or more adults",2.2
"Germany (until 1990 former territory of the FRG)",2014,"Households without dependent children",8.7
"Germany (until 1990 former territory of the FRG)",2014,"Households with dependent children",4.1
"Estonia",2014,"Total",14
"Estonia",2014,"Single person",24.4
"Estonia",2014,"Single female",27.2
"Estonia",2014,"Single male",19.5
"Estonia",2014,"Two adults",17.5
"Estonia",2014,"Three or more adults",12
"Estonia",2014,"Households without dependent children",18.6
"Estonia",2014,"Households with dependent children",9.4
"Ireland",2014,"Total",7.2
"Ireland",2014,"Single person",14
"Ireland",2014,"Single female",11.9
"Ireland",2014,"Single male",16.5
"Ireland",2014,"Two adults",5.3
"Ireland",2014,"Three or more adults",8
"Ireland",2014,"Households without dependent children",7.9
"Ireland",2014,"Households with dependent children",6.8
"Greece",2014,"Total",10.6
"Greece",2014,"Single person",18.2
"Greece",2014,"Single female",13.9
"Greece",2014,"Single male",24.6
"Greece",2014,"Two adults",12.6
"Greece",2014,"Three or more adults",10.1
"Greece",2014,"Households without dependent children",12.8
"Greece",2014,"Households with dependent children",8.3
"Spain",2014,"Total",6
"Spain",2014,"Single person",9.7
"Spain",2014,"Single female",7.3
"Spain",2014,"Single male",12.3
"Spain",2014,"Two adults",4.6
"Spain",2014,"Three or more adults",5.2
"Spain",2014,"Households without dependent children",5.8
"Spain",2014,"Households with dependent children",6.1
"France",2014,"Total",3
"France",2014,"Single person",5.9
"France",2014,"Single female",5.7
"France",2014,"Single male",6.2
"France",2014,"Two adults",1.3
"France",2014,"Three or more adults",1.6
"France",2014,"Households without dependent children",2.9
"France",2014,"Households with dependent children",3.1
"Croatia",2014,"Total",8.6
"Croatia",2014,"Single person",13.1
"Croatia",2014,"Single female",9.5
"Croatia",2014,"Single male",20
"Croatia",2014,"Two adults",11.6
"Croatia",2014,"Three or more adults",8.6
"Croatia",2014,"Households without dependent children",10.6
"Croatia",2014,"Households with dependent children",7
"Italy",2014,"Total",2.4
"Italy",2014,"Single person",4
"Italy",2014,"Single female",3.7
"Italy",2014,"Single male",4.5
"Italy",2014,"Two adults",2.4
"Italy",2014,"Three or more adults",1.4
"Italy",2014,"Households without dependent children",2.5
"Italy",2014,"Households with dependent children",2.2
"Cyprus",2014,"Total",1.7
"Cyprus",2014,"Single person",4.2
"Cyprus",2014,"Single female",3.8
"Cyprus",2014,"Single male",4.6
"Cyprus",2014,"Two adults",1.9
"Cyprus",2014,"Three or more adults",2.7
"Cyprus",2014,"Households without dependent children",2.5
"Cyprus",2014,"Households with dependent children",1.1
"Latvia",2014,"Total",24.7
"Latvia",2014,"Single person",31.6
"Latvia",2014,"Single female",30.7
"Latvia",2014,"Single male",33.6
"Latvia",2014,"Two adults",28.4
"Latvia",2014,"Three or more adults",22
"Latvia",2014,"Households without dependent children",27.5
"Latvia",2014,"Households with dependent children",21.8
"Lithuania",2014,"Total",13
"Lithuania",2014,"Single person",18.6
"Lithuania",2014,"Single female",16.9
"Lithuania",2014,"Single male",21.8
"Lithuania",2014,"Two adults",14.1
"Lithuania",2014,"Three or more adults",11.5
"Lithuania",2014,"Households without dependent children",15
"Lithuania",2014,"Households with dependent children",11.2
"Luxembourg",2014,"Total",2.2
"Luxembourg",2014,"Single person",5.8
"Luxembourg",2014,"Single female",5.8
"Luxembourg",2014,"Single male",5.8
"Luxembourg",2014,"Two adults",0.9
"Luxembourg",2014,"Three or more adults",0.9
"Luxembourg",2014,"Households without dependent children",2.4
"Luxembourg",2014,"Households with dependent children",2
"Hungary",2014,"Total",24.2
"Hungary",2014,"Single person",27.1
"Hungary",2014,"Single female",25.4
"Hungary",2014,"Single male",30
"Hungary",2014,"Two adults",20.1
"Hungary",2014,"Three or more adults",19.2
"Hungary",2014,"Households without dependent children",21.8
"Hungary",2014,"Households with dependent children",26.6
"Malta",2014,"Total",3.3
"Malta",2014,"Single person",7.8
"Malta",2014,"Single female",7
"Malta",2014,"Single male",8.8
"Malta",2014,"Two adults",3.3
"Malta",2014,"Three or more adults",1.2
"Malta",2014,"Households without dependent children",3.3
"Malta",2014,"Households with dependent children",3.4
"Netherlands",2014,"Total",7.3
"Netherlands",2014,"Single person",19.3
"Netherlands",2014,"Single female",17.6
"Netherlands",2014,"Single male",21.1
"Netherlands",2014,"Two adults",3.7
"Netherlands",2014,"Three or more adults",4.2
"Netherlands",2014,"Households without dependent children",9
"Netherlands",2014,"Households with dependent children",5.5
"Austria",2014,"Total",6
"Austria",2014,"Single person",11.9
"Austria",2014,"Single female",12.9
"Austria",2014,"Single male",10.6
"Austria",2014,"Two adults",3.8
"Austria",2014,"Three or more adults",2.2
"Austria",2014,"Households without dependent children",6
"Austria",2014,"Households with dependent children",5.9
"Poland",2014,"Total",8.9
"Poland",2014,"Single person",17.3
"Poland",2014,"Single female",17
"Poland",2014,"Single male",18
"Poland",2014,"Two adults",10.5
"Poland",2014,"Three or more adults",10.6
"Poland",2014,"Households without dependent children",11.9
"Poland",2014,"Households with dependent children",6.6
"Portugal",2014,"Total",8.9
"Portugal",2014,"Single person",14.7
"Portugal",2014,"Single female",13.7
"Portugal",2014,"Single male",16.4
"Portugal",2014,"Two adults",9.6
"Portugal",2014,"Three or more adults",6.8
"Portugal",2014,"Households without dependent children",9.5
"Portugal",2014,"Households with dependent children",8.3
"Romania",2014,"Total",37.1
"Romania",2014,"Single person",24.1
"Romania",2014,"Single female",19.6
"Romania",2014,"Single male",31.7
"Romania",2014,"Two adults",31.1
"Romania",2014,"Three or more adults",37.2
"Romania",2014,"Households without dependent children",31.5
"Romania",2014,"Households with dependent children",41.3
"Slovenia",2014,"Total",4.2
"Slovenia",2014,"Single person",13.6
"Slovenia",2014,"Single female",11.8
"Slovenia",2014,"Single male",15.9
"Slovenia",2014,"Two adults",4.8
"Slovenia",2014,"Three or more adults",2
"Slovenia",2014,"Households without dependent children",6.2
"Slovenia",2014,"Households with dependent children",2.6
"Slovakia",2014,"Total",14.3
"Slovakia",2014,"Single person",28.1
"Slovakia",2014,"Single female",29.7
"Slovakia",2014,"Single male",24.8
"Slovakia",2014,"Two adults",14.9
"Slovakia",2014,"Three or more adults",13
"Slovakia",2014,"Households without dependent children",16.7
"Slovakia",2014,"Households with dependent children",12.3
"Finland",2014,"Total",8.5
"Finland",2014,"Single person",26.4
"Finland",2014,"Single female",30.8
"Finland",2014,"Single male",21.1
"Finland",2014,"Two adults",4.6
"Finland",2014,"Three or more adults",4.9
"Finland",2014,"Households without dependent children",12.5
"Finland",2014,"Households with dependent children",3.5
"Sweden",2014,"Total",2.6
"Sweden",2014,"Single person",5.2
"Sweden",2014,"Single female",5.5
"Sweden",2014,"Single male",5
"Sweden",2014,"Two adults",1
"Sweden",2014,"Three or more adults",0.4
"Sweden",2014,"Households without dependent children",2.5
"Sweden",2014,"Households with dependent children",2.7
"United Kingdom",2014,"Total",9.1
"United Kingdom",2014,"Single person",16.7
"United Kingdom",2014,"Single female",17.6
"United Kingdom",2014,"Single male",15.5
"United Kingdom",2014,"Two adults",5.3
"United Kingdom",2014,"Three or more adults",6.8
"United Kingdom",2014,"Households without dependent children",8.3
"United Kingdom",2014,"Households with dependent children",9.8
"Iceland",2014,"Total",3.2
"Iceland",2014,"Single person",11.8
"Iceland",2014,"Single female",11.7
"Iceland",2014,"Single male",11.8
"Iceland",2014,"Two adults",1.6
"Iceland",2014,"Three or more adults",0.5
"Iceland",2014,"Households without dependent children",4.5
"Iceland",2014,"Households with dependent children",2.4
"Norway",2014,"Total",3.8
"Norway",2014,"Single person",11.1
"Norway",2014,"Single female",12.4
"Norway",2014,"Single male",9.6
"Norway",2014,"Two adults",1.8
"Norway",2014,"Three or more adults",1.6
"Norway",2014,"Households without dependent children",5.4
"Norway",2014,"Households with dependent children",2.2
"Switzerland",2014,"Total",4.9
"Switzerland",2014,"Single person",11.3
"Switzerland",2014,"Single female",12.1
"Switzerland",2014,"Single male",10.2
"Switzerland",2014,"Two adults",3.2
"Switzerland",2014,"Three or more adults",2.7
"Switzerland",2014,"Households without dependent children",5.6
"Switzerland",2014,"Households with dependent children",4.1
"Former Yugoslav Republic of Macedonia, the",2014,"Total",24.5
"Former Yugoslav Republic of Macedonia, the",2014,"Single person",26.5
"Former Yugoslav Republic of Macedonia, the",2014,"Single female",24.4
"Former Yugoslav Republic of Macedonia, the",2014,"Single male",31.6
"Former Yugoslav Republic of Macedonia, the",2014,"Two adults",30
"Former Yugoslav Republic of Macedonia, the",2014,"Three or more adults",29.4
"Former Yugoslav Republic of Macedonia, the",2014,"Households without dependent children",29.3
"Former Yugoslav Republic of Macedonia, the",2014,"Households with dependent children",22
"Serbia",2014,"Total",24.6
"Serbia",2014,"Single person",40.6
"Serbia",2014,"Single female",39.3
"Serbia",2014,"Single male",42.6
"Serbia",2014,"Two adults",33.8
"Serbia",2014,"Three or more adults",23.5
"Serbia",2014,"Households without dependent children",30.4
"Serbia",2014,"Households with dependent children",20
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2015,"Total",7.9
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2015,"Single person",13.5
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2015,"Single female",12.9
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2015,"Single male",14.3
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2015,"Two adults",5.6
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2015,"Three or more adults",7.3
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2015,"Households without dependent children",8.2
"European Union (EU6-1972, EU9-1980, EU10-1985, EU12-1994, EU15-2004, EU25-2006, EU27-2013, EU28)",2015,"Households with dependent children",7.6
"European Union (28 countries)",2015,"Total",7.9
"European Union (28 countries)",2015,"Single person",13.5
"European Union (28 countries)",2015,"Single female",12.9
"European Union (28 countries)",2015,"Single male",14.3
"European Union (28 countries)",2015,"Two adults",5.6
"European Union (28 countries)",2015,"Three or more adults",7.3
"European Union (28 countries)",2015,"Households without dependent children",8.2
"European Union (28 countries)",2015,"Households with dependent children",7.6
"European Union (27 countries)",2015,"Total",7.9
"European Union (27 countries)",2015,"Single person",13.5
"European Union (27 countries)",2015,"Single female",12.9
"European Union (27 countries)",2015,"Single male",14.3
"European Union (27 countries)",2015,"Two adults",5.6
"European Union (27 countries)",2015,"Three or more adults",7.3
"European Union (27 countries)",2015,"Households without dependent children",8.2
"European Union (27 countries)",2015,"Households with dependent children",7.6
"European Union (15 countries)",2015,"Total",5.4
"European Union (15 countries)",2015,"Single person",10.1
"European Union (15 countries)",2015,"Single female",9.3
"European Union (15 countries)",2015,"Single male",11.1
"European Union (15 countries)",2015,"Two adults",3.8
"European Union (15 countries)",2015,"Three or more adults",4.1
"European Union (15 countries)",2015,"Households without dependent children",5.5
"European Union (15 countries)",2015,"Households with dependent children",5.2
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2015,"Total",5.5
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2015,"Single person",12.5
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2015,"Single female",12
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2015,"Single male",13.1
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2015,"Two adults",3.9
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2015,"Three or more adults",3.8
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2015,"Households without dependent children",6.4
"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",2015,"Households with dependent children",4.5
"Euro area (19 countries)",2015,"Total",5.5
"Euro area (19 countries)",2015,"Single person",12.5
"Euro area (19 countries)",2015,"Single female",12
"Euro area (19 countries)",2015,"Single male",13.1
"Euro area (19 countries)",2015,"Two adults",3.9
"Euro area (19 countries)",2015,"Three or more adults",3.8
"Euro area (19 countries)",2015,"Households without dependent children",6.4
"Euro area (19 countries)",2015,"Households with dependent children",4.5
"Euro area (18 countries)",2015,"Total",5.4
"Euro area (18 countries)",2015,"Single person",12.4
"Euro area (18 countries)",2015,"Single female",12
"Euro area (18 countries)",2015,"Single male",13
"Euro area (18 countries)",2015,"Two adults",3.8
"Euro area (18 countries)",2015,"Three or more adults",3.8
"Euro area (18 countries)",2015,"Households without dependent children",6.3
"Euro area (18 countries)",2015,"Households with dependent children",4.4
"Euro area (17 countries)",2015,"Total",4.5
"Euro area (17 countries)",2015,"Single person",8.7
"Euro area (17 countries)",2015,"Single female",8.1
"Euro area (17 countries)",2015,"Single male",9.5
"Euro area (17 countries)",2015,"Two adults",3.3
"Euro area (17 countries)",2015,"Three or more adults",3.7
"Euro area (17 countries)",2015,"Households without dependent children",4.9
"Euro area (17 countries)",2015,"Households with dependent children",4.1
"Belgium",2015,"Total",6.7
"Belgium",2015,"Single person",12.5
"Belgium",2015,"Single female",11
"Belgium",2015,"Single male",14.2
"Belgium",2015,"Two adults",3.8
"Belgium",2015,"Three or more adults",4.3
"Belgium",2015,"Households without dependent children",6.7
"Belgium",2015,"Households with dependent children",6.6
"Bulgaria",2015,"Total",24.1
"Bulgaria",2015,"Single person",26.9
"Bulgaria",2015,"Single female",26.6
"Bulgaria",2015,"Single male",27.3
"Bulgaria",2015,"Two adults",21.5
"Bulgaria",2015,"Three or more adults",22.6
"Bulgaria",2015,"Households without dependent children",23.1
"Bulgaria",2015,"Households with dependent children",25
"Czech Republic",2015,"Total",8.6
"Czech Republic",2015,"Single person",17
"Czech Republic",2015,"Single female",19
"Czech Republic",2015,"Single male",14
"Czech Republic",2015,"Two adults",6.4
"Czech Republic",2015,"Three or more adults",6
"Czech Republic",2015,"Households without dependent children",8.8
"Czech Republic",2015,"Households with dependent children",8.4
"Denmark",2015,"Total",9.8
"Denmark",2015,"Single person",19.1
"Denmark",2015,"Single female",18.8
"Denmark",2015,"Single male",19.4
"Denmark",2015,"Two adults",7.8
"Denmark",2015,"Three or more adults",4.1
"Denmark",2015,"Households without dependent children",12.5
"Denmark",2015,"Households with dependent children",6.7
"Germany (until 1990 former territory of the FRG)",2015,"Total",7
"Germany (until 1990 former territory of the FRG)",2015,"Single person",19.3
"Germany (until 1990 former territory of the FRG)",2015,"Single female",19.3
"Germany (until 1990 former territory of the FRG)",2015,"Single male",19.2
"Germany (until 1990 former territory of the FRG)",2015,"Two adults",4
"Germany (until 1990 former territory of the FRG)",2015,"Three or more adults",1.6
"Germany (until 1990 former territory of the FRG)",2015,"Households without dependent children",9
"Germany (until 1990 former territory of the FRG)",2015,"Households with dependent children",4.3
"Estonia",2015,"Total",12
"Estonia",2015,"Single person",17.9
"Estonia",2015,"Single female",17.7
"Estonia",2015,"Single male",18.1
"Estonia",2015,"Two adults",14.7
"Estonia",2015,"Three or more adults",12
"Estonia",2015,"Households without dependent children",15.2
"Estonia",2015,"Households with dependent children",8.8
"Ireland",2015,"Total",7.1
"Ireland",2015,"Single person",12.5
"Ireland",2015,"Single female",10
"Ireland",2015,"Single male",15.3
"Ireland",2015,"Two adults",5.7
"Ireland",2015,"Three or more adults",11.2
"Ireland",2015,"Households without dependent children",8.7
"Ireland",2015,"Households with dependent children",6.2
"Greece",2015,"Total",10.4
"Greece",2015,"Single person",18
"Greece",2015,"Single female",12.9
"Greece",2015,"Single male",26.3
"Greece",2015,"Two adults",11.4
"Greece",2015,"Three or more adults",9
"Greece",2015,"Households without dependent children",11.7
"Greece",2015,"Households with dependent children",8.8
"Spain",2015,"Total",5.8
"Spain",2015,"Single person",7.2
"Spain",2015,"Single female",6.4
"Spain",2015,"Single male",8.2
"Spain",2015,"Two adults",4.4
"Spain",2015,"Three or more adults",5
"Spain",2015,"Households without dependent children",5.2
"Spain",2015,"Households with dependent children",6.4
"France",2015,"Total",2.5
"France",2015,"Single person",5.6
"France",2015,"Single female",5.3
"France",2015,"Single male",6.1
"France",2015,"Two adults",0.9
"France",2015,"Three or more adults",1.8
"France",2015,"Households without dependent children",2.6
"France",2015,"Households with dependent children",2.4
"Croatia",2015,"Total",8.8
"Croatia",2015,"Single person",12.8
"Croatia",2015,"Single female",9.5
"Croatia",2015,"Single male",18.7
"Croatia",2015,"Two adults",12
"Croatia",2015,"Three or more adults",7.9
"Croatia",2015,"Households without dependent children",10.4
"Croatia",2015,"Households with dependent children",7.3
"Italy",2015,"Total",2.2
"Italy",2015,"Single person",3.8
"Italy",2015,"Single female",3.5
"Italy",2015,"Single male",4.3
"Italy",2015,"Two adults",2.3
"Italy",2015,"Three or more adults",1.5
"Italy",2015,"Households without dependent children",2.4
"Italy",2015,"Households with dependent children",1.9
"Cyprus",2015,"Total",2.2
"Cyprus",2015,"Single person",6.2
"Cyprus",2015,"Single female",6.5
"Cyprus",2015,"Single male",5.9
"Cyprus",2015,"Two adults",2.5
"Cyprus",2015,"Three or more adults",1.9
"Cyprus",2015,"Households without dependent children",3
"Cyprus",2015,"Households with dependent children",1.6
"Latvia",2015,"Total",21.6
"Latvia",2015,"Single person",26.7
"Latvia",2015,"Single female",25.2
"Latvia",2015,"Single male",30.2
"Latvia",2015,"Two adults",24.9
"Latvia",2015,"Three or more adults",18.9
"Latvia",2015,"Households without dependent children",23.8
"Latvia",2015,"Households with dependent children",19.5
"Lithuania",2015,"Total",12.9
"Lithuania",2015,"Single person",19.8
"Lithuania",2015,"Single female",17.5
"Lithuania",2015,"Single male",24.4
"Lithuania",2015,"Two adults",12.5
"Lithuania",2015,"Three or more adults",9.1
"Lithuania",2015,"Households without dependent children",14.3
"Lithuania",2015,"Households with dependent children",11.6
"Luxembourg",2015,"Total",2
"Luxembourg",2015,"Single person",5.9
"Luxembourg",2015,"Single female",5.6
"Luxembourg",2015,"Single male",6.2
"Luxembourg",2015,"Two adults",1.1
"Luxembourg",2015,"Three or more adults",2.6
"Luxembourg",2015,"Households without dependent children",2.9
"Luxembourg",2015,"Households with dependent children",1.3
"Hungary",2015,"Total",19.9
"Hungary",2015,"Single person",25.3
"Hungary",2015,"Single female",22.7
"Hungary",2015,"Single male",29.4
"Hungary",2015,"Two adults",17.6
"Hungary",2015,"Three or more adults",14.7
"Hungary",2015,"Households without dependent children",19
"Hungary",2015,"Households with dependent children",20.8
"Malta",2015,"Total",3.1
"Malta",2015,"Single person",6.9
"Malta",2015,"Single female",7.1
"Malta",2015,"Single male",6.7
"Malta",2015,"Two adults",2.4
"Malta",2015,"Three or more adults",1.9
"Malta",2015,"Households without dependent children",3.1
"Malta",2015,"Households with dependent children",3.1
"Netherlands",2015,"Total",7.2
