"Država","Leto","Gorivo","Število"
"Portugal",2013,"Electrical Energy","456"
"Romania",2013,"Total","4,696,000"
"Romania",2013,"All Petroleum Products","3,086,000"
"Romania",2013,"LPG","1,000"
"Romania",2013,"Diesel","1,607,000"
"Romania",2013,"Electrical Energy","2,000"
"Slovenia",2013,"Total","1,063,800"
"Slovenia",2013,"All Petroleum Products","633,650"
"Slovenia",2013,"Diesel","429,300"
"Slovakia",2013,"Total","1,879,800"
"Finland",2013,"Total","3,105,834"
"Finland",2013,"All Petroleum Products","2,396,000"
"Finland",2013,"LPG","0"
"Finland",2013,"Diesel","705,045"
"Sweden",2013,"Total","4,494,661"
"Sweden",2013,"All Petroleum Products","3,158,462"
"Sweden",2013,"LPG","22"
"Sweden",2013,"Diesel","1,068,962"
"Sweden",2013,"Electrical Energy","1,010"
"Liechtenstein",2013,"Total","28,100"
"Liechtenstein",2013,"All Petroleum Products","20,060"
"Liechtenstein",2013,"LPG","0"
"Liechtenstein",2013,"Diesel","7,940"
"Liechtenstein",2013,"Electrical Energy","20"
"Norway",2013,"Total","2,500,000"
"Norway",2013,"All Petroleum Products","1,369,000"
"Norway",2013,"Diesel","1,111,000"
"Norway",2013,"Electrical Energy","18,000"
"Switzerland",2013,"Total","4,321,000"
"Switzerland",2013,"All Petroleum Products","3,235,000"
"Switzerland",2013,"LPG","1,000"
"Switzerland",2013,"Diesel","1,038,000"
"Switzerland",2013,"Electrical Energy","3,000"
"Turkey",2013,"Total","9,283,923"
"Turkey",2013,"All Petroleum Products","2,888,693"
"Turkey",2013,"LPG","3,852,256"
"Turkey",2013,"Diesel","2,497,209"
"Turkey",2013,"Electrical Energy","353"
"Belgium",2014,"Total","5,555,499"
"Belgium",2014,"All Petroleum Products","2,051,462"
"Belgium",2014,"Diesel","3,460,094"
"Belgium",2014,"Electrical Energy","1,792"
"Bulgaria",2014,"Total","3,013,863"
"Czech Republic",2014,"Total","4,833,386"
"Czech Republic",2014,"All Petroleum Products","3,189,890"
"Czech Republic",2014,"LPG","51"
"Czech Republic",2014,"Diesel","1,631,014"
"Czech Republic",2014,"Electrical Energy","417"
"Germany (until 1990 former territory of the FRG)",2014,"Total","44,403,000"
"Germany (until 1990 former territory of the FRG)",2014,"All Petroleum Products","29,838,000"
"Germany (until 1990 former territory of the FRG)",2014,"LPG","494,000"
"Germany (until 1990 former territory of the FRG)",2014,"Diesel","13,861,000"
"Germany (until 1990 former territory of the FRG)",2014,"Electrical Energy","19,000"
"Estonia",2014,"Total","652,950"
"Estonia",2014,"All Petroleum Products","429,002"
"Estonia",2014,"LPG","2"
"Estonia",2014,"Diesel","222,646"
"Estonia",2014,"Electrical Energy","1,067"
"Ireland",2014,"Total","2,018,310"
"Ireland",2014,"All Petroleum Products","1,171,220"
"Ireland",2014,"Diesel","827,680"
"Ireland",2014,"Electrical Energy","560"
"Greece",2014,"Total","5,110,873"
"Spain",2014,"Total","22,029,512"
"Spain",2014,"All Petroleum Products","9,718,378"
"Spain",2014,"LPG","1,971"
"Spain",2014,"Diesel","12,303,075"
"Spain",2014,"Electrical Energy","2,832"
"France",2014,"Total","32,531,000"
"France",2014,"All Petroleum Products","9,750,000"
"France",2014,"Diesel","22,551,000"
"France",2014,"Electrical Energy","27,000"
"Croatia",2014,"Total","1,474,000"
"Croatia",2014,"All Petroleum Products","814,000"
"Croatia",2014,"LPG","52,000"
"Croatia",2014,"Diesel","607,000"
"Italy",2014,"Total","37,080,753"
"Italy",2014,"All Petroleum Products","18,955,087"
"Italy",2014,"LPG","2,042,120"
"Italy",2014,"Diesel","15,240,069"
"Italy",2014,"Electrical Energy","3,430"
"Cyprus",2014,"Total","478,492"
"Cyprus",2014,"All Petroleum Products","423,607"
"Cyprus",2014,"LPG","0"
"Cyprus",2014,"Diesel","54,870"
"Cyprus",2014,"Electrical Energy","15"
"Latvia",2014,"Total","657,799"
"Latvia",2014,"All Petroleum Products","300,128"
"Latvia",2014,"LPG","0"
"Latvia",2014,"Diesel","305,612"
"Latvia",2014,"Electrical Energy","188"
"Lithuania",2014,"Total","1,205,668"
"Lithuania",2014,"All Petroleum Products","466,918"
"Lithuania",2014,"Diesel","721,154"
"Lithuania",2014,"Electrical Energy","70"
"Luxembourg",2014,"Total","372,827"
"Luxembourg",2014,"All Petroleum Products","124,916"
"Luxembourg",2014,"LPG","308"
"Luxembourg",2014,"Diesel","244,530"
"Luxembourg",2014,"Electrical Energy","524"
"Hungary",2014,"Total","3,107,695"
"Hungary",2014,"All Petroleum Products","2,266,199"
"Hungary",2014,"LPG","12,000"
"Hungary",2014,"Diesel","809,523"
"Hungary",2014,"Electrical Energy","175"
"Malta",2014,"Total","265,950"
"Malta",2014,"All Petroleum Products","183,794"
"Malta",2014,"LPG","2"
"Malta",2014,"Diesel","81,620"
"Malta",2014,"Electrical Energy","87"
"Austria",2014,"Total","4,694,921"
"Austria",2014,"All Petroleum Products","2,023,336"
"Austria",2014,"LPG","1"
"Austria",2014,"Diesel","2,663,654"
"Austria",2014,"Electrical Energy","3,386"
"Poland",2014,"Total","20,003,863"
"Poland",2014,"All Petroleum Products","11,085,536"
"Poland",2014,"LPG","2,904,072"
"Poland",2014,"Diesel","5,675,734"
"Poland",2014,"Electrical Energy","4,218"
"Portugal",2014,"Total","4,699,645"
"Portugal",2014,"All Petroleum Products","2,283,942"
"Portugal",2014,"LPG","46,955"
"Portugal",2014,"Diesel","2,367,935"
"Portugal",2014,"Electrical Energy","672"
"Romania",2014,"Total","4,908,000"
"Romania",2014,"All Petroleum Products","3,161,000"
"Romania",2014,"LPG","2,000"
"Romania",2014,"Diesel","1,742,000"
"Romania",2014,"Electrical Energy","3,000"
"Slovenia",2014,"Total","1,068,360"
"Slovenia",2014,"All Petroleum Products","609,180"
"Slovenia",2014,"LPG","7,310"
"Slovenia",2014,"Diesel","450,390"
"Slovenia",2014,"Electrical Energy","130"
"Slovakia",2014,"Total","1,949,100"
"Finland",2014,"Total","3,172,735"
"Finland",2014,"All Petroleum Products","2,421,176"
"Finland",2014,"LPG","1"
"Finland",2014,"Diesel","746,323"
"Finland",2014,"Electrical Energy","386"
"Sweden",2014,"Total","4,584,711"
"Sweden",2014,"All Petroleum Products","3,086,543"
"Sweden",2014,"LPG","30"
"Sweden",2014,"Diesel","1,226,068"
"Sweden",2014,"Electrical Energy","2,172"
"Liechtenstein",2014,"Total","28,470"
"Liechtenstein",2014,"All Petroleum Products","19,920"
"Liechtenstein",2014,"LPG","0"
"Liechtenstein",2014,"Diesel","8,430"
"Liechtenstein",2014,"Electrical Energy","40"
"Norway",2014,"Total","2,555,000"
"Norway",2014,"All Petroleum Products","1,329,000"
"Norway",2014,"Diesel","1,187,000"
"Norway",2014,"Electrical Energy","39,000"
"Switzerland",2014,"Total","4,384,000"
"Switzerland",2014,"All Petroleum Products","3,241,000"
"Switzerland",2014,"LPG","1,000"
"Switzerland",2014,"Diesel","1,126,000"
"Switzerland",2014,"Electrical Energy","4,000"
"Turkey",2014,"Total","9,857,915"
"Turkey",2014,"All Petroleum Products","2,855,190"
"Turkey",2014,"LPG","4,076,629"
"Turkey",2014,"Diesel","2,882,886"
"Turkey",2014,"Electrical Energy","412"
"Belgium",2015,"Total","5,623,579"
"Belgium",2015,"All Petroleum Products","2,120,228"
"Belgium",2015,"LPG","19"
"Belgium",2015,"Diesel","3,460,776"
"Belgium",2015,"Electrical Energy","2,871"
"Czech Republic",2015,"Total","5,115,316"
"Czech Republic",2015,"All Petroleum Products","3,292,863"
"Czech Republic",2015,"LPG","56"
"Czech Republic",2015,"Diesel","1,807,953"
"Czech Republic",2015,"Electrical Energy","713"
"Germany (until 1990 former territory of the FRG)",2015,"Total","45,071,000"
"Germany (until 1990 former territory of the FRG)",2015,"All Petroleum Products","29,825,000"
"Germany (until 1990 former territory of the FRG)",2015,"LPG","476,000"
"Germany (until 1990 former territory of the FRG)",2015,"Diesel","14,532,000"
"Germany (until 1990 former territory of the FRG)",2015,"Electrical Energy","26,000"
"Estonia",2015,"Total","676,596"
"Estonia",2015,"All Petroleum Products","434,041"
"Estonia",2015,"LPG","2"
"Estonia",2015,"Diesel","241,054"
"Estonia",2015,"Electrical Energy","1,116"
"Ireland",2015,"Total","2,060,170"
"Ireland",2015,"All Petroleum Products","1,120,410"
"Ireland",2015,"Diesel","917,690"
"Ireland",2015,"Electrical Energy","1,120"
"Greece",2015,"Total","5,107,620"
"Spain",2015,"Total","22,355,549"
"Spain",2015,"All Petroleum Products","9,696,611"
"Spain",2015,"LPG","4,792"
"Spain",2015,"Diesel","12,645,648"
"Spain",2015,"Electrical Energy","5,243"
"France",2015,"Total","32,326,000"
"France",2015,"All Petroleum Products","9,540,000"
"France",2015,"Diesel","22,548,000"
"France",2015,"Electrical Energy","43,000"
"Croatia",2015,"Total","1,499,802"
"Croatia",2015,"All Petroleum Products","793,531"
"Croatia",2015,"LPG","31"
"Croatia",2015,"Diesel","650,007"
"Croatia",2015,"Electrical Energy","163"
"Cyprus",2015,"Total","487,692"
"Cyprus",2015,"All Petroleum Products","427,077"
"Cyprus",2015,"LPG","0"
"Cyprus",2015,"Diesel","60,592"
"Cyprus",2015,"Electrical Energy","23"
"Latvia",2015,"Total","679,048"
"Latvia",2015,"All Petroleum Products","287,301"
"Latvia",2015,"LPG","0"
"Latvia",2015,"Diesel","337,453"
"Latvia",2015,"Electrical Energy","211"
"Lithuania",2015,"Total","1,244,063"
"Lithuania",2015,"All Petroleum Products","445,683"
"Lithuania",2015,"Diesel","783,606"
"Lithuania",2015,"Electrical Energy","169"
"Luxembourg",2015,"Total","381,103"
"Luxembourg",2015,"All Petroleum Products","128,546"
"Luxembourg",2015,"LPG","326"
"Luxembourg",2015,"Diesel","248,770"
"Luxembourg",2015,"Electrical Energy","580"
"Hungary",2015,"Total","3,196,856"
"Hungary",2015,"All Petroleum Products","2,272,447"
"Hungary",2015,"LPG","17"
"Hungary",2015,"Diesel","888,874"
"Hungary",2015,"Electrical Energy","342"
"Malta",2015,"Total","275,380"
"Malta",2015,"All Petroleum Products","189,345"
"Malta",2015,"LPG","2"
"Malta",2015,"Diesel","85,178"
"Malta",2015,"Electrical Energy","136"
"Austria",2015,"Total","4,748,048"
"Austria",2015,"All Petroleum Products","2,033,924"
"Austria",2015,"LPG","1"
"Austria",2015,"Diesel","2,703,999"
"Austria",2015,"Electrical Energy","5,032"
"Poland",2015,"Total","20,723,423"
"Poland",2015,"All Petroleum Products","11,315,095"
"Poland",2015,"LPG","2,977,264"
"Poland",2015,"Diesel","6,090,488"
"Poland",2015,"Electrical Energy","7,765"
"Romania",2015,"Total","5,155,000"
"Romania",2015,"All Petroleum Products","3,242,000"
"Romania",2015,"Diesel","1,906,000"
"Romania",2015,"Electrical Energy","4"
"Slovenia",2015,"Total","1,078,740"
"Slovenia",2015,"All Petroleum Products","594,630"
"Slovenia",2015,"LPG","8,590"
"Slovenia",2015,"Diesel","473,670"
"Slovenia",2015,"Electrical Energy","290"
"Slovakia",2015,"Total","2,034,574"
"Finland",2015,"Total","3,234,860"
"Finland",2015,"All Petroleum Products","2,445,118"
"Finland",2015,"LPG","1"
"Finland",2015,"Diesel","783,760"
"Finland",2015,"Electrical Energy","657"
"Sweden",2015,"Total","4,668,262"
"Sweden",2015,"All Petroleum Products","3,008,460"
"Sweden",2015,"LPG","27"
"Sweden",2015,"Diesel","1,383,982"
"Sweden",2015,"Electrical Energy","4,765"
"United Kingdom",2015,"Total","30,250,294"
"United Kingdom",2015,"All Petroleum Products","18,747,234"
"United Kingdom",2015,"Diesel","1,438,382"
"United Kingdom",2015,"Electrical Energy","24,683"
"Liechtenstein",2015,"Total","28,802"
"Liechtenstein",2015,"All Petroleum Products","19,759"
"Liechtenstein",2015,"LPG","0"
"Liechtenstein",2015,"Diesel","8,896"
"Liechtenstein",2015,"Electrical Energy","62"
"Norway",2015,"Total","2,610,000"
"Norway",2015,"All Petroleum Products","1,296,000"
"Norway",2015,"Diesel","1,244,000"
"Norway",2015,"Electrical Energy","69,000"
"Switzerland",2015,"Total","4,458,000"
"Switzerland",2015,"All Petroleum Products","3,219,000"
"Switzerland",2015,"LPG","1,000"
"Switzerland",2015,"Diesel","1,217,000"
"Switzerland",2015,"Electrical Energy","8,000"
"Former Yugoslav Republic of Macedonia, the",2015,"Total","383,833"
"Former Yugoslav Republic of Macedonia, the",2015,"All Petroleum Products","209,122"
"Former Yugoslav Republic of Macedonia, the",2015,"LPG","10,896"
"Former Yugoslav Republic of Macedonia, the",2015,"Diesel","163,038"
"Former Yugoslav Republic of Macedonia, the",2015,"Electrical Energy","33"
"Turkey",2015,"Total","10,589,337"
"Turkey",2015,"All Petroleum Products","2,927,971"
"Turkey",2015,"LPG","4,271,960"
"Turkey",2015,"Diesel","3,346,024"
"Turkey",2015,"Electrical Energy","565"
